image_path,label,provenance
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000167_002.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001097_001.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001361_026.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000211_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000119_015.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001333_028.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000031_019.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000200_018.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000558_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000365_017.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001012_012.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001198_013.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001188_027.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000517_004.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001001_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000135_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000361_021.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000947_004.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000005_022.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000974_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000614_025.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001125_009.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000651_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001053_008.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001376_007.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001200_019.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000338_009.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000426_029.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000673_026.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000523_018.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000135_005.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001430_003.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001339_022.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000139_003.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000806_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000132_028.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000118_022.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001441_003.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001177_003.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001236_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001310_004.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000344_020.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000132_018.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001248_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000176_006.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000415_009.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000152_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001467_004.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000151_022.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000556_026.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001007_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000255_007.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001409_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000577_012.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001429_017.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001465_009.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000097_020.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000179_029.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001045_008.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001439_024.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001398_017.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001285_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000812_020.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000607_001.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000502_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000807_009.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000562_023.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000615_018.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000988_009.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000279_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000679_000.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001130_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000812_009.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000161_024.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000019_024.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001133_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001393_027.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000215_004.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000163_019.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001325_023.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000516_000.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001244_008.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000282_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000877_016.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000153_023.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000573_023.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000925_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000651_000.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000345_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001085_005.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001342_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000684_001.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001303_008.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000016_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001374_005.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000677_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000221_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000287_011.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000245_023.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000229_015.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000340_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000629_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000646_008.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001488_021.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000511_010.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000865_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000501_009.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000612_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001242_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001203_027.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000586_019.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000120_009.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000198_028.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000636_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000105_029.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000007_022.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000845_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000279_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000608_023.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000354_013.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001093_029.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001365_028.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001062_005.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001389_023.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000020_004.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000166_026.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000323_025.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001348_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000085_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000925_006.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001437_001.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001368_005.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000321_025.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001066_008.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000271_027.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000101_005.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000696_002.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000911_015.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000097_026.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000895_012.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000509_029.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000583_015.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000220_003.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000887_009.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001387_010.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000337_018.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000559_004.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000356_006.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000391_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001026_005.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000058_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000398_007.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000843_014.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001025_007.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000581_008.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000349_008.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000232_010.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000954_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000093_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001163_027.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000531_022.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000449_015.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001138_026.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000878_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000689_005.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000541_005.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000533_002.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000055_006.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000434_019.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000995_018.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000836_004.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000640_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000154_025.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000641_029.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000881_021.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001252_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000998_009.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000841_012.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000063_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000245_020.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000607_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000395_007.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001433_012.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000615_012.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000092_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000232_020.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001470_005.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001076_000.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000870_023.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000806_022.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001080_014.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001491_012.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001258_007.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000246_003.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000961_017.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001423_024.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000427_012.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000594_010.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000106_014.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001079_024.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000004_018.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001280_000.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001328_001.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000443_029.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000910_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001069_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000156_007.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000840_009.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000807_002.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000264_026.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000679_013.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001246_029.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000698_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001018_002.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000832_011.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001004_022.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000671_010.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001373_014.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000271_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000431_012.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001047_028.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000947_010.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000384_006.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001407_002.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000680_018.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001012_001.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001356_025.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000001_017.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000686_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000654_017.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000510_010.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001066_018.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001432_011.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001492_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000824_016.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001149_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001093_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001095_003.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000517_002.jpg,ALERT,ai
